communityname,State,countyCode,communityCode,fold,pop,perHoush,pctBlack,pctWhite,pctAsian,pctHisp,pct12-21,pct12-29,pct16-24,pct65up,persUrban,pctUrban,medIncome,pctWwage,pctWfarm,pctWdiv,pctWsocsec,pctPubAsst,pctRetire,medFamIncome,perCapInc,whitePerCap,blackPerCap,NAperCap,asianPerCap,otherPerCap,hispPerCap,persPoverty,pctPoverty,pctLowEdu,pctNotHSgrad,pctCollGrad,pctUnemploy,pctEmploy,pctEmployMfg,pctEmployProfServ,pctOccupManu,pctOccupMgmt,pctMaleDivorc,pctMaleNevMar,pctFemDivorc,pctAllDivorc,persPerFam,pct2Par,pctKids2Par,pctKids-4w2Par,pct12-17w2Par,pctWorkMom-6,pctWorkMom-18,kidsBornNevrMarr,pctKidsBornNevrMarr,numForeignBorn,pctFgnImmig-3,pctFgnImmig-5,pctFgnImmig-8,pctFgnImmig-10,pctImmig-3,pctImmig-5,pctImmig-8,pctImmig-10,pctSpeakOnlyEng,pctNotSpeakEng,pctLargHousFam,pctLargHous,persPerOccupHous,persPerOwnOccup,persPerRenterOccup,pctPersOwnOccup,pctPopDenseHous,pctSmallHousUnits,medNumBedrm,houseVacant,pctHousOccup,pctHousOwnerOccup,pctVacantBoarded,pctVacant6up,medYrHousBuilt,pctHousWOphone,pctHousWOplumb,ownHousLowQ,ownHousMed,ownHousUperQ,ownHousQrange,rentLowQ,rentMed,rentUpperQ,rentQrange,medGrossRent,medRentpctHousInc,medOwnCostpct,medOwnCostPctWO,persEmergShelt,persHomeless,pctForeignBorn,pctBornStateResid,pctSameHouse-5,pctSameCounty-5,pctSameState-5,numPolice,policePerPop,policeField,policeFieldPerPop,policeCalls,policCallPerPop,policCallPerOffic,policePerPop2,racialMatch,pctPolicWhite,pctPolicBlack,pctPolicHisp,pctPolicAsian,pctPolicMinority,officDrugUnits,numDiffDrugsSeiz,policAveOT,landArea,popDensity,pctUsePubTrans,policCarsAvail,policOperBudget,pctPolicPatrol,gangUnit,pctOfficDrugUnit,policBudgetPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,nonViolPerPop,violentPerPop
Ephrataborough,PA,71.0,23832.0,9,12133,2.48,0.22,97.96,1.01,1.71,12.59,27.59,12.87,13.06,0,0.0,30907,80.84,0.63,47.59,29.2,4.71,14.49,34865,14692,14848,10400,11825,7780,6687.0,10607,698,5.78,9.96,29.71,12.8,2.28,71.03,34.1,16.79,27.69,17.27,8.84,24.92,11.36,10.17,2.97,80.64,78.21,86.08,76.64,73.74,81.25,184,2.21,275,9.82,13.45,16.0,27.64,0.22,0.3,0.36,0.63,94.93,0.84,2.64,1.84,2.47,2.65,2.2,63.67,1.35,40.78,3,153,96.97,59.24,0.65,24.18,1954,1.92,0.38,63200,79200,97800,34600,281,352,414,133,430,23.3,22.2,12.6,0,0,2.27,83.66,51.82,86.79,94.22,,,,,,,,,,,,,,,,,,3.7,3253.5,0.09,,,,,0.0,,0,0.0,3.0,23.56,3.0,23.56,10.0,78.54,50.0,392.71,267.0,2097.08,14.0,109.96,0.0,0.0,2599.75,125.67
Walnutcity,CA,,,5,29105,3.71,6.61,48.03,37.48,23.49,17.24,26.3,13.02,3.71,29105,100.0,64333,92.11,1.02,49.05,8.27,4.13,6.72,64866,18749,20882,21435,17674,16588,13471.0,14345,1186,4.09,4.83,12.47,35.13,4.28,72.66,17.65,22.1,7.0,38.44,4.52,28.86,6.71,5.63,3.83,90.18,86.09,97.27,93.0,67.93,72.32,185,0.99,10160,11.66,22.16,35.18,47.79,4.07,7.73,12.28,16.68,51.84,7.24,11.75,10.77,3.71,3.71,3.71,90.88,9.48,17.65,3,245,96.97,90.89,0.41,32.24,1982,0.43,0.22,261500,323000,401300,139800,652,902,1001,349,979,29.0,29.5,12.3,0,0,34.91,47.19,40.48,85.09,90.03,,,,,,,,,,,,,,,,,,9.2,3170.5,1.61,,,,,0.0,,2,6.15,8.0,24.61,32.0,98.44,119.0,366.07,299.0,919.8,346.0,1064.39,93.0,286.09,8.0,24.61,2294.89,495.28
Stephenvillecity,TX,,,6,13502,2.45,1.33,93.1,0.7,7.04,24.03,39.51,27.56,13.92,0,0.0,18346,72.89,3.75,38.56,29.55,4.94,16.68,30245,10802,11140,5622,6092,8000,6247.0,6252,2724,22.14,8.74,23.7,27.65,7.18,55.69,13.83,30.71,15.11,26.85,7.47,42.42,10.85,9.27,2.95,77.45,72.91,91.63,77.81,45.45,61.19,86,1.01,324,9.88,28.4,41.67,52.16,0.24,0.68,1.0,1.25,92.05,1.22,3.43,1.87,2.21,2.35,2.06,56.27,3.2,56.28,2,825,86.97,52.94,1.21,35.03,1970,8.67,0.7,33400,50600,67400,34000,206,267,335,129,331,30.3,19.9,14.0,0,0,2.38,80.95,36.61,60.09,95.69,,,,,,,,,,,,,,,,,,8.4,1605.9,0.0,,,,,0.0,,0,0.0,1.0,6.91,3.0,20.72,5.0,34.54,132.0,911.79,546.0,3771.5,10.0,69.08,1.0,6.91,4759.27,62.17
GreenBaycity,WI,9.0,31000.0,3,96466,2.51,0.47,94.22,2.32,1.1,13.75,28.94,13.74,11.22,96466,100.0,26770,77.3,0.52,50.43,26.38,8.46,12.54,33367,12969,13428,11094,5438,3552,6297.0,5166,12607,13.39,9.08,19.15,16.66,5.42,64.66,22.09,20.71,17.91,21.78,9.48,31.71,11.47,10.54,3.08,73.03,73.56,77.8,75.84,65.65,71.31,2155,2.83,2318,25.11,32.01,38.57,57.51,0.6,0.77,0.93,1.38,94.99,1.35,4.1,2.64,2.45,2.7,2.12,62.36,2.25,51.49,2,1343,96.62,56.56,0.6,30.01,1962,2.71,0.32,44400,55500,70900,26500,253,314,379,126,363,25.1,20.6,13.3,150,1,2.4,81.03,51.17,82.99,92.57,128.0,123.63,93.0,89.82,36500.0,35253.4,285.2,123.6,94.22,97.66,0.0,0.0,0.0,0.0,10.0,7.0,210.9,45.4,2124.3,2.18,28.0,8103698.0,72.66,10.0,7.81,78269.4,2,1.93,62.0,59.88,46.0,44.43,341.0,329.35,644.0,622.01,3368.0,3252.97,239.0,230.84,9.0,8.69,4114.51,435.6
Hendersoncity,NC,,,1,15655,2.6,52.88,46.59,0.19,0.54,14.42,26.09,12.94,15.02,0,0.0,18499,75.0,0.69,24.1,34.68,13.17,14.45,21753,10912,15763,6624,2500,34000,5120.0,6614,3699,24.07,21.8,43.91,11.92,7.91,57.23,32.28,20.54,28.7,19.28,11.55,33.05,16.06,14.13,3.1,49.68,42.97,50.51,49.82,66.97,75.86,1450,9.53,181,11.6,26.52,26.52,37.02,0.13,0.31,0.31,0.43,96.9,0.68,6.31,4.4,2.54,2.46,2.63,50.62,5.05,46.78,3,429,93.34,52.29,4.9,45.45,1960,12.61,1.45,33800,50800,74400,40600,116,180,249,133,316,29.5,18.5,13.9,0,0,1.15,81.21,57.15,86.06,91.66,,,,,,,,,,,,,,,,,,7.3,2134.0,0.11,,,,,0.0,,6,36.77,3.0,18.38,73.0,447.33,207.0,1268.46,628.0,3848.28,1125.0,6893.8,102.0,625.04,10.0,61.28,11428.4,1770.94
Gillettecity,WY,,,3,17635,2.83,0.18,97.33,0.33,3.16,15.27,27.34,11.48,3.95,0,0.0,35532,91.56,2.6,37.91,10.78,3.94,6.46,40788,13671,13762,1728,5669,9344,14274.0,7615,1678,9.69,2.38,11.26,17.9,5.31,72.94,2.05,22.71,17.06,23.45,11.08,25.34,13.17,12.12,3.31,78.42,78.73,86.49,81.03,58.58,68.48,171,1.5,115,24.35,24.35,24.35,31.3,0.16,0.16,0.16,0.2,96.57,0.4,4.49,3.3,2.78,3.04,2.34,69.03,2.21,41.34,3,837,88.17,63.13,1.19,44.68,1977,4.44,0.83,53300,68300,86000,32700,236,298,381,145,355,20.9,17.1,14.0,14,0,0.65,36.22,40.09,73.77,84.46,,,,,,,,,,,,,,,,,,13.4,1314.9,1.88,,,,,0.0,,0,0.0,4.0,21.14,3.0,15.86,64.0,338.3,72.0,380.59,844.0,4461.36,27.0,142.72,18.0,95.15,5079.82,375.3
Wilkinsburgborough,PA,3.0,85188.0,9,21080,2.14,52.54,46.2,0.58,0.62,10.67,24.32,10.9,14.53,21080,100.0,22709,72.84,0.37,35.04,28.18,11.63,18.47,28158,13000,15998,10322,6624,30390,12545.0,8681,3576,17.28,5.3,19.13,23.11,8.8,57.17,9.09,36.7,10.5,32.24,12.81,39.81,16.95,15.18,2.92,49.17,46.07,63.39,54.17,56.59,66.01,1204,8.16,425,21.18,22.59,22.59,27.29,0.43,0.46,0.46,0.55,95.38,0.7,4.14,2.22,2.12,2.44,1.88,48.54,1.23,62.26,2,1525,86.57,42.12,7.74,47.02,1941,2.1,0.98,30200,41400,59700,29500,259,324,396,137,392,27.0,20.5,13.5,0,0,2.02,81.27,54.98,89.72,93.7,,,,,,,,,,,,,,,,,,2.4,8836.4,28.6,,,,,0.0,,6,29.5,19.0,93.42,184.0,904.71,317.0,1558.66,344.0,1691.42,432.0,2124.1,347.0,1706.17,11.0,54.09,5575.77,2586.29
Dyersburgcity,TN,,,6,16317,2.44,19.32,80.12,0.26,0.44,13.97,26.67,13.37,15.05,0,0.0,20053,70.06,1.25,26.0,31.19,14.06,11.83,25961,11400,12650,5998,32642,7336,0.0,12704,3597,22.74,25.26,44.8,11.96,7.35,54.78,37.87,17.73,28.36,20.69,13.92,23.16,16.81,15.51,2.95,63.43,57.94,71.1,60.16,60.58,67.88,627,4.2,69,50.72,50.72,50.72,50.72,0.21,0.21,0.21,0.21,98.42,0.18,2.91,1.97,2.36,2.41,2.3,55.02,2.33,54.89,2,345,95.1,53.84,2.32,26.38,1965,10.84,1.31,30900,44700,68100,37200,141,217,291,150,311,25.9,16.2,13.1,0,0,0.42,75.9,50.67,81.63,91.08,,,,,,,,,,,,,,,,,,11.5,1417.4,0.0,,,,,0.0,,4,22.22,19.0,105.54,20.0,111.1,131.0,727.7,240.0,1333.19,871.0,4838.35,60.0,333.3,0.0,0.0,6504.83,966.56
Shelbyvillecity,TN,,,4,14049,2.47,17.01,81.68,0.85,0.65,13.8,26.42,13.1,15.54,0,0.0,20099,71.07,1.07,24.9,31.52,11.33,10.91,25406,10458,11164,6737,3191,17556,5055.0,3491,2705,19.77,24.88,44.71,10.09,6.23,57.91,38.9,14.03,30.15,15.49,12.76,25.45,14.96,13.95,2.94,64.3,60.39,68.87,71.86,70.77,74.66,600,5.03,175,16.0,51.43,77.14,88.0,0.2,0.64,0.96,1.1,97.14,0.9,3.16,2.18,2.41,2.43,2.38,60.58,2.94,53.12,2,479,92.23,60.05,1.46,41.75,1965,12.86,0.39,35400,46400,63100,27700,138,228,319,181,303,25.1,20.0,14.2,0,0,1.25,81.66,51.24,83.64,93.33,,,,,,,,,,,,,,,,,,14.3,984.4,0.0,,,,,0.0,,1,6.28,5.0,31.4,13.0,81.63,74.0,464.68,185.0,1161.7,376.0,2361.07,22.0,138.15,3.0,18.84,3679.75,583.99
MountVernoncity,NY,119.0,49121.0,2,67153,2.67,55.3,39.76,1.84,7.8,12.81,26.3,12.37,13.13,67153,100.0,34850,78.36,0.28,34.21,28.42,9.57,15.5,41120,15835,19012,13783,16171,15398,11258.0,11833,7823,11.8,11.54,29.22,20.41,7.41,60.93,12.13,31.02,11.64,27.42,9.61,37.7,13.81,11.96,3.25,57.46,50.89,67.87,58.68,60.28,70.55,4765,9.55,14637,13.57,24.01,34.23,44.79,2.96,5.23,7.46,9.76,80.18,4.15,8.48,5.7,2.64,2.98,2.43,41.6,8.62,66.37,2,1057,95.97,36.76,5.39,41.25,1939,5.0,0.54,168200,227200,291000,122800,354,480,626,272,532,24.5,23.6,16.6,112,0,21.8,57.98,65.5,86.36,93.34,,,,,,,,,,,,,,,,,,4.5,14786.2,25.7,,,,,0.0,,5,7.61,31.0,47.15,436.0,663.2,479.0,728.61,961.0,1461.77,1628.0,2476.35,922.0,1402.45,27.0,41.07,5381.64,1446.56
SiouxFallscity,SD,99.0,59020.0,9,99405,2.53,0.73,96.82,0.68,0.57,13.7,29.2,13.92,10.29,99405,100.0,27123,81.64,2.15,44.67,23.84,4.79,12.73,34144,13574,13840,7414,4274,6405,4450.0,5754,8205,8.61,7.94,16.75,22.72,3.0,71.01,12.88,25.6,12.99,25.28,9.77,29.13,11.49,10.68,3.03,76.25,75.91,85.01,80.91,79.56,82.97,1239,1.7,1680,21.43,27.5,33.99,45.48,0.36,0.46,0.57,0.77,95.97,0.7,3.49,2.26,2.42,2.74,1.97,66.14,1.59,52.48,2,1741,95.76,58.45,1.67,26.13,1965,3.4,0.23,46000,59000,78100,32100,256,336,407,151,380,24.7,20.0,12.6,107,18,1.69,65.17,47.84,76.45,85.5,134.0,121.39,124.0,112.33,48521.0,43956.2,362.1,121.4,97.55,98.51,1.49,0.0,0.0,1.49,4.0,7.0,97.7,44.9,2213.7,0.56,61.0,4962893.0,92.54,0.0,2.99,44959.8,2,1.81,103.0,93.31,44.0,39.86,326.0,295.33,735.0,665.85,3470.0,3143.54,195.0,176.65,29.0,26.27,4012.32,430.31
Casselberrycity,FL,,,10,18911,2.51,2.75,93.77,1.57,8.43,12.58,27.02,12.66,12.0,18911,100.0,31231,83.38,0.83,35.77,23.88,4.08,16.02,34399,13817,14086,10266,8981,9092,8942.0,9327,1173,6.25,5.14,17.7,17.41,4.2,70.41,9.98,16.42,9.94,22.1,12.72,28.09,17.3,15.1,2.98,73.81,69.58,87.11,76.67,58.11,70.25,139,1.03,1419,7.26,9.51,12.54,27.34,0.54,0.71,0.94,2.05,86.25,1.96,3.91,2.65,2.49,2.52,2.42,65.77,2.82,40.51,3,540,93.32,64.82,0.93,18.15,1975,1.81,0.0,62600,75800,91800,29200,390,466,536,146,547,26.6,21.1,12.0,0,0,7.5,22.13,45.52,61.66,78.45,,,,,,,,,,,,,,,,,,6.3,3005.6,0.34,,,,,0.0,,2,9.59,12.0,57.53,31.0,148.61,75.0,359.54,325.0,1558.01,762.0,3652.92,97.0,465.0,3.0,14.38,5690.32,575.26
Simpsonvilletown,SC,,,4,11708,2.78,10.13,88.55,0.67,1.51,13.63,28.19,11.61,6.59,11708,100.0,34990,89.91,0.0,37.19,15.93,3.76,9.1,40059,13698,14062,10049,70001,15506,0.0,15885,467,4.04,8.09,21.56,21.51,3.64,74.76,35.31,17.36,19.96,27.84,9.07,22.61,13.02,11.15,3.16,79.63,78.06,91.8,81.54,75.05,77.18,124,1.6,273,3.66,18.32,21.61,30.77,0.09,0.43,0.5,0.72,96.58,0.29,2.58,2.04,2.75,2.91,2.39,72.53,2.02,37.1,3,266,94.07,68.46,0.38,15.79,1977,2.82,0.49,49900,59700,83600,33700,299,357,450,151,442,18.8,18.2,14.3,0,0,2.33,61.64,50.92,75.52,83.14,,,,,,,,,,,,,,,,,,5.7,2046.9,0.16,,,,,0.0,,0,0.0,4.0,30.79,4.0,30.79,12.0,92.36,65.0,500.27,219.0,1685.52,13.0,100.05,0.0,0.0,2285.85,153.93
Woodburycity,NJ,15.0,82120.0,8,10904,2.62,20.13,78.34,0.68,1.69,11.3,24.63,10.83,15.13,10904,100.0,28993,71.52,0.41,36.91,34.52,13.13,19.72,37616,13842,15453,7971,12311,9845,10195.0,9253,1292,12.38,9.76,27.39,20.06,8.18,55.47,14.93,29.14,14.11,27.33,9.34,33.71,14.28,12.06,3.13,61.35,58.8,68.68,67.21,61.2,74.35,585,6.61,344,0.0,5.23,7.56,16.28,0.0,0.17,0.24,0.51,94.65,0.66,5.34,3.56,2.5,2.78,2.07,67.35,2.19,43.97,3,180,95.85,60.51,8.89,40.56,1943,2.84,0.14,72600,90600,116500,43900,147,346,461,314,412,29.5,22.5,14.9,0,0,3.15,59.36,61.21,81.1,92.14,,,,,,,,,,,,,,,,,,2.2,5058.5,4.06,,,,,0.0,,0,0.0,2.0,18.82,26.0,244.68,27.0,254.09,126.0,1185.77,419.0,3943.16,35.0,329.38,0.0,0.0,5458.31,517.6
FairLawnborough,NJ,3.0,22470.0,6,30548,2.66,0.59,95.96,2.93,3.48,10.77,20.02,9.29,18.45,30548,100.0,49658,76.66,0.54,62.08,35.92,3.18,19.93,56569,22418,22539,13942,0,20361,13296.0,18964,894,2.94,6.64,18.7,30.35,3.76,62.04,15.22,26.22,7.69,35.13,4.16,25.72,6.93,5.63,3.06,87.75,87.05,98.13,87.03,55.09,66.31,86,0.38,5069,10.24,15.29,20.2,31.98,1.7,2.54,3.35,5.31,80.62,2.69,3.6,2.79,2.64,2.77,2.12,84.73,0.85,28.86,3,266,97.74,80.97,0.0,20.68,1949,0.23,0.28,177400,199000,242300,64900,452,539,797,345,594,28.3,22.9,15.4,0,0,16.59,47.97,73.31,86.49,90.68,,,,,,,,,,,,,,,,,,5.4,5702.7,10.35,,,,,0.0,,0,0.0,0.0,0.0,13.0,41.47,12.0,38.28,97.0,309.46,444.0,1416.49,49.0,156.32,1.0,3.19,1885.47,79.76
Humblecity,TX,,,5,12060,2.55,7.75,82.35,2.4,12.1,15.45,31.84,15.3,7.19,12060,100.0,27483,85.27,0.53,24.45,16.01,4.36,8.21,33019,13031,13659,10882,11508,13613,8019.0,8187,1010,8.56,9.5,22.83,13.96,5.16,70.31,10.56,18.16,12.52,20.85,15.78,28.14,19.66,17.81,3.12,68.66,65.85,84.05,59.56,59.22,70.22,124,1.48,769,16.78,25.49,34.2,64.37,1.07,1.63,2.18,4.1,88.03,4.06,5.03,3.27,2.5,2.84,2.3,41.21,6.21,63.21,2,522,90.08,36.22,1.72,39.46,1979,4.5,0.0,49500,62400,79400,29900,288,346,398,110,418,23.1,18.5,13.8,0,1,6.38,59.83,32.52,75.22,89.45,,,,,,,,,,,,,,,,,,10.2,1180.0,1.11,,,,,0.0,,2,14.99,11.0,82.43,38.0,284.77,52.0,389.69,160.0,1199.04,782.0,5860.31,360.0,2697.84,3.0,22.48,9779.68,771.88
Washingtoncity,MO,,,8,10704,2.61,0.74,98.63,0.36,0.71,12.74,26.37,11.77,13.85,0,0.0,30650,80.25,1.11,51.28,28.78,3.54,14.16,35818,13273,13322,5847,18000,7070,0.0,2651,546,5.22,16.88,25.05,14.01,3.64,66.79,31.38,19.05,24.54,20.52,7.29,24.89,9.07,8.24,3.12,81.77,82.09,85.6,83.23,82.87,79.76,65,0.73,101,52.48,52.48,52.48,52.48,0.5,0.5,0.5,0.5,97.31,0.26,4.51,3.2,2.55,2.73,2.14,74.13,1.66,45.25,3,239,94.49,69.16,1.67,28.87,1960,1.68,0.39,50800,63600,83000,32200,218,286,357,139,378,21.9,19.7,11.7,0,0,0.94,85.3,53.15,80.28,93.95,,,,,,,,,,,,,,,,,,7.0,1519.6,0.29,,,,,0.0,,0,0.0,2.0,17.5,1.0,8.75,55.0,481.15,63.0,551.13,366.0,3201.82,18.0,157.47,2.0,17.5,3927.92,507.39
Mesquitecity,TX,,,1,101484,2.83,5.83,87.21,2.63,8.77,14.14,28.92,12.52,4.73,101484,100.0,35934,89.64,0.85,34.13,13.22,4.08,9.17,40198,14115,14509,11766,13014,12912,9852.0,10522,7771,7.73,5.36,18.76,18.31,4.74,74.16,14.53,18.82,11.26,25.69,10.29,23.44,15.87,13.21,3.23,77.5,74.52,84.99,75.71,70.98,76.4,1198,1.78,4731,10.48,21.81,32.28,44.56,0.49,1.02,1.5,2.08,89.97,1.19,4.66,3.62,2.81,2.99,2.5,67.55,4.75,36.41,3,3395,91.35,63.45,5.24,40.27,1977,3.79,0.16,52900,68700,87200,34300,334,397,483,149,469,24.3,21.3,12.7,0,4,4.66,67.97,43.88,83.76,92.25,160.0,138.21,138.0,119.2,73461.0,63454.3,459.1,138.2,92.83,92.5,2.5,3.12,0.0,5.62,9.0,8.0,8.1,44.4,2286.9,1.22,127.0,8393341.0,86.25,0.0,5.62,72500.1,5,4.32,33.0,28.5,137.0,118.34,481.0,415.48,,,5181.0,4475.25,761.0,657.34,93.0,80.33,,566.64
Bluefieldcity,WV,,,3,12756,2.44,22.62,76.87,0.36,0.35,12.94,21.61,10.53,19.79,0,0.0,21319,60.37,0.23,36.1,45.01,8.85,22.46,28927,13149,14871,6185,30000,45390,0.0,8119,2487,19.92,12.26,29.67,17.34,5.75,46.99,7.85,27.3,11.38,30.62,9.46,24.97,11.13,10.42,3.01,70.42,63.1,70.59,75.95,52.44,60.18,330,2.91,178,0.0,0.0,7.3,11.24,0.0,0.0,0.1,0.16,97.11,0.09,4.28,2.88,2.39,2.43,2.29,71.3,1.68,39.72,3,770,87.18,70.0,2.21,65.84,1945,7.96,0.58,27300,44700,67000,39700,143,213,287,144,278,30.9,17.0,11.7,9,0,1.4,70.09,68.32,87.72,91.24,,,,,,,,,,,,,,,,,,8.7,1461.5,1.25,,,,,0.0,,1,7.92,1.0,7.92,14.0,110.81,25.0,197.88,99.0,783.6,249.0,1970.87,13.0,102.9,0.0,0.0,2857.37,324.52
Teanecktownship,NJ,3.0,72360.0,10,37825,2.91,26.16,66.61,5.62,6.27,13.73,23.88,12.8,13.12,37825,100.0,56598,83.3,0.19,55.86,28.09,2.97,14.24,63957,23867,26765,18588,15851,17037,11810.0,15561,1280,3.51,4.46,12.63,40.92,4.72,67.21,13.46,35.27,7.77,41.7,5.76,30.5,9.35,7.68,3.25,83.83,80.53,93.93,84.46,60.2,72.9,363,1.42,6506,12.5,18.94,27.51,34.12,2.15,3.26,4.73,5.87,81.24,2.04,7.0,5.41,2.81,3.0,2.09,84.75,2.12,29.21,3,334,97.5,79.45,0.9,43.71,1944,0.47,0.41,178800,210800,259000,80200,468,565,707,239,632,27.4,23.3,16.4,0,0,17.2,32.27,67.4,81.82,85.59,,,,,,,,,,,,,,,,,,6.3,6031.5,15.82,,,,,0.0,,4,10.13,7.0,17.72,30.0,75.96,60.0,151.92,247.0,625.41,963.0,2438.35,108.0,273.46,19.0,48.11,3385.32,255.74
Merrillvilletown,IN,,,3,27257,2.72,5.02,91.71,0.85,6.9,13.23,24.81,11.72,14.4,26471,97.12,36221,78.57,0.68,46.24,33.12,3.97,23.94,41423,15131,15181,16411,7049,8915,12529.0,13878,955,3.55,7.75,19.76,15.13,4.15,61.46,23.5,19.2,15.05,22.66,7.36,25.79,8.63,8.03,3.14,83.38,80.84,95.31,82.26,52.04,63.74,266,1.26,1900,1.26,2.79,3.74,5.16,0.09,0.19,0.26,0.36,85.98,1.55,4.63,3.55,2.69,2.92,2.03,80.05,1.8,32.82,3,316,96.94,73.61,0.32,23.73,1967,1.08,0.21,51800,62300,74900,23100,380,459,534,154,530,26.4,16.0,12.2,0,0,6.97,64.42,61.74,88.93,91.1,,,,,,,,,,,,,,,,,,32.1,848.2,1.78,,,,,0.0,,1,3.58,2.0,7.17,32.0,114.71,84.0,301.11,117.0,419.4,783.0,2806.75,287.0,1028.78,2.0,7.17,4262.11,426.57
ElPasocity,TX,,,4,515342,3.21,3.44,76.87,1.16,69.02,17.84,31.16,15.53,8.0,515181,99.97,23460,80.77,0.6,27.54,21.77,9.74,16.12,25157,9603,10352,9929,8115,9542,6371.0,6538,128886,25.32,22.23,34.67,16.2,9.85,55.19,16.73,24.39,16.24,25.83,8.69,31.32,14.05,11.54,3.63,72.19,65.81,79.82,73.7,51.2,57.49,16162,3.76,120432,13.59,20.12,26.73,35.26,3.18,4.7,6.25,8.24,33.31,14.73,12.4,9.83,3.17,3.32,2.97,60.32,14.01,43.94,3,8080,95.21,57.62,5.24,29.26,1970,8.62,0.92,45500,58500,78800,33300,214,303,384,170,349,26.1,20.6,12.0,359,95,23.37,51.27,52.51,81.68,84.6,738.0,125.04,654.0,110.81,550000.0,93186.4,745.3,125.0,99.59,36.18,2.17,60.7,0.54,63.28,36.0,6.0,90.5,254.2,2027.3,3.13,525.0,36031496.0,88.62,5.0,4.88,61048.1,47,7.96,281.0,47.61,1561.0,264.48,4220.0,714.99,5643.0,956.09,29440.0,4988.01,5546.0,939.66,461.0,78.11,6961.87,1035.05
Lancastertownship,PA,71.0,41224.0,1,13187,2.47,3.03,93.76,1.36,3.4,10.16,23.25,10.96,18.77,12895,97.79,35855,76.78,0.32,61.86,30.74,4.14,21.23,42245,18645,19257,11353,0,6595,9899.0,9070,771,6.27,10.36,21.66,27.84,3.31,62.15,22.62,29.11,14.22,32.72,8.14,24.65,10.71,9.55,2.81,77.84,75.4,85.65,73.14,70.99,75.28,169,1.77,696,15.52,25.43,30.17,37.79,0.82,1.34,1.59,1.99,89.75,0.76,2.85,1.89,2.32,2.57,1.95,65.72,1.16,40.69,3,199,96.4,59.31,0.5,25.63,1961,0.41,0.09,70700,92700,140300,69600,403,458,535,132,534,25.1,20.2,11.7,0,0,5.28,74.75,49.01,82.92,89.32,,,,,,,,,,,,,,,,,,6.3,2104.5,1.68,,,,,0.0,,0,0.0,0.0,0.0,7.0,52.19,3.0,22.37,79.0,589.02,307.0,2288.99,38.0,283.33,3.0,22.37,3183.72,74.56
Uplandcity,CA,,,10,63374,2.75,5.33,78.85,7.03,17.54,14.53,27.59,13.42,8.35,63374,100.0,41965,83.91,0.56,42.31,18.09,6.86,13.16,50040,19569,21058,12954,20827,19447,9647.0,10661,4878,7.77,5.55,15.9,25.41,5.19,67.15,16.51,23.97,9.83,32.31,9.76,29.49,14.52,12.23,3.19,75.0,73.04,83.53,78.27,55.77,64.15,1052,2.4,8115,14.41,26.33,39.52,47.36,1.84,3.37,5.06,6.06,79.37,3.26,5.8,4.27,2.73,2.89,2.48,63.96,6.44,46.8,3,1419,94.21,60.34,0.7,11.49,1974,2.15,0.29,160100,226500,297100,137000,496,562,656,160,615,28.4,24.8,11.4,22,30,12.8,50.38,42.64,67.17,88.7,,,,,,,,,,,,,,,,,,15.6,4053.1,0.96,,,,,0.0,,3,4.83,26.0,41.84,208.0,334.74,382.0,614.77,1415.0,2277.23,2793.0,4494.91,729.0,1173.21,35.0,56.33,8001.67,996.19
Hinesvillecity,GA,,,7,21603,2.88,35.62,57.31,3.28,6.86,16.54,38.55,18.73,2.59,0,0.0,24584,90.79,0.17,22.66,8.61,8.55,11.39,25521,9905,11566,7777,6964,7297,6666.0,7196,3748,17.45,3.23,12.18,19.21,7.66,70.03,8.01,22.74,13.63,26.98,7.76,20.46,13.42,10.68,3.21,74.12,71.17,76.26,74.55,55.49,63.88,602,4.99,1180,18.98,32.12,37.2,50.0,1.04,1.75,2.03,2.73,88.24,1.14,4.46,3.6,2.88,3.02,2.76,46.11,6.22,40.94,3,533,93.37,43.88,2.06,33.02,1981,3.76,0.35,51300,63300,77300,26000,253,353,439,186,436,26.7,25.2,13.9,0,0,5.46,27.95,23.03,38.34,44.07,,,,,,,,,,,,,,,,,,12.8,1689.3,0.41,,,,,0.0,,1,3.63,7.0,25.39,36.0,130.59,40.0,145.1,226.0,819.82,1326.0,4810.1,56.0,203.14,0.0,0.0,5833.06,304.71
